VIN,customerID,start_date,service_writer,odometer,labor_cost,repair_desc,completion_date
3PO4C2PYJG2012419,159,2021-08-01,user17,130044,111.36,adjust block heater; install active pedestrian protection system; ,2021-08-04
3PO4C2PYJG2012419,159,2021-08-10,user13,142743,27.84,install intelligent alternator; upgrade navigation system; ,2021-08-18
3PO4C2PYJG2012419,159,2021-08-24,user15,189728,250.57,fix nvh dampening system; install parking sensors; ,2021-09-01
3PO4C2PYJG2012419,159,2021-09-08,roland,265415,334.09,repair cooled seats; fix solar sunroof; ,2021-09-23
3WLVE4GIZOK699230,73,2021-07-09,user30,153815,31.31,replace steering column lock; adjust retractable mirrors; ,2021-07-12
3WLVE4GIZOK699230,73,2021-07-14,user13,174722,15.66,reduce carbon footprint; attach exterior camera; ,2021-07-15
3WLVE4GIZOK699230,73,2021-07-17,user13,176980,15.66,configure universal remote control; install vanity mirrors; ,2021-07-24
3WLVE4GIZOK699230,73,2021-07-26,roland,197528,15.66,fix deceleration system; fix steering damper; ,2021-07-31
3WLVE4GIZOK699230,73,2021-08-22,user29,406168,78.28,make polarization coating; fix a-pillar; ,2021-09-04
3WLVE4GIZOK699230,73,2021-09-08,user30,418781,31.31,fix a-pillar; fix external temperature display; ,2021-09-14
3WLVE4GIZOK699230,73,2021-09-18,user15,460645,31.31,replace radiator hoses; reduce blind spot; ,2021-09-20
40ZV2CDNP4T119176,181,2021-05-07,user12,118785,50.63,reconfigure service reminder light; fix rear defroster; ,2021-05-15
40ZV2CDNP4T119176,181,2021-05-26,user33,215105,430.36,adjust running boards; install separate rear audio; ,2021-06-18
40ZV2CDNP4T119176,181,2021-06-26,user30,245720,430.36,refurbish power steering; ,2021-07-20
40ZV2CDNP4T119176,181,2021-07-21,user30,252084,50.63,fix cylinder head bolts; replace diverter valve; ,2021-07-22
40ZV2CDNP4T119176,181,2021-08-11,user13,478023,25.32,install active pedestrian protection system; refurbish power steering; ,2021-08-11
40ZV2CDNP4T119176,181,2021-08-19,user15,551786,278.47,set up gyro sensor; install curtain airbags; ,2021-08-31
40ZV2CDNP4T119176,181,2021-09-05,user13,586144,101.26,refurbish power steering; fix rear defroster; ,2021-09-13
4AO3LKJSBVK865142,116,2021-06-10,user30,194130,512.07,correct abs; fix solar sunroof; ,2021-06-29
4AO3LKJSBVK865142,116,2021-07-01,user30,216489,275.73,attach spoiler; adjust adaptive cruise control; ,2021-07-09
4AO3LKJSBVK865142,116,2021-07-20,user12,266425,157.56,change memory settings of the onboard computer; fix solar sunroof; ,2021-07-23
4AO3LKJSBVK865142,116,2021-07-30,roland,275372,39.39,adjust hybrid performance; change memory settings of the onboard computer; ,2021-08-06
4AO3LKJSBVK865142,116,2021-08-28,user30,278083,39.39,improve engine performance; change memory settings of the onboard computer; ,2021-09-09
4AO3LKJSBVK865142,116,2021-09-12,roland,306213,39.39,replace timing belt tensioner; fix air filter restriction indicator; ,2021-09-17
4ILM6P01OC4089888,184,2021-08-16,roland,1832409,514.99,change wheel cylinders; improve cylinder configuration; ,2021-09-07
4J0U15MIVG3154225,108,2021-04-11,roland,341808,2722.21,replace water pump; repair cooled seats; ,2021-08-14
4JT7M5DVI8N560897,7,2021-06-23,roland,95107,31.68,replace radiator core & ac condenser; replace radiator hoses; ,2021-07-10
4M0LNVY3QN7194734,79,2020-06-11,user30,137562,660.6,adjust climate control; reduce fuel consumption; ,2020-07-08
4M0LNVY3QN7194734,79,2020-07-26,roland,240525,180.16,set up gyro sensor; change purge valve; ,2020-08-15
4M0LNVY3QN7194734,79,2020-10-13,user12,542932,1080.98,adjust retractable mirrors; change wheel cylinders; ,2020-12-01
4M0LNVY3QN7194734,79,2021-02-26,user29,1309812,2071.89,replace radiator hoses; attach seat extension; ,2021-07-12
4M0LNVY3QN7194734,79,2021-08-14,user29,1337160,30.03,fix sunroof; replace radiator hoses; ,2021-08-24
4M0LNVY3QN7194734,79,2021-09-04,user13,1378330,360.33,fix sunroof; ,2021-09-22
4MN32RC4IOG603247,131,2021-03-01,user30,88771,11.02,adjust low fuel warning indicator; ,2021-03-04
4QJE0AIYWQG719639,174,2021-07-14,user33,170041,14.23,add knee airbags; fix external temperature display; ,2021-07-17
4QJE0AIYWQG719639,174,2021-07-26,user30,243042,14.23,fix rear defroster; reduce fuel consumption; ,2021-07-27
4QJE0AIYWQG719639,174,2021-07-31,user13,273878,99.61,change purge valve; install separate rear audio; ,2021-08-15
4QJE0AIYWQG719639,174,2021-08-17,user33,279067,28.46,install parking sensors; adjust running boards; ,2021-08-23
4QJE0AIYWQG719639,174,2021-09-02,user33,324204,14.23,repair shiftable automatic transmission; adjust turn signals; ,2021-09-05
4QJE0AIYWQG719639,174,2021-09-13,user17,384779,99.61,change brake linings; change oil filter; ,2021-09-20
4U6EIHP6IVH261573,137,2021-05-06,user12,172826,680.86,replace brake pedal spring; adjust traction control system; ,2021-06-02
4U6EIHP6IVH261573,137,2021-08-07,user15,550129,148.01,install curtain airbags; fix rear defroster; ,2021-08-11
4VCO5FCED7G676135,151,2021-02-25,user29,271391,291.99,replace tail lights; adjust regenerative braking; ,2021-03-14
4VCO5FCED7G676135,151,2021-04-04,user15,439355,451.26,install dusk-sensing headlights; replace timing belt tensioner; ,2021-04-22
4VCO5FCED7G676135,151,2021-04-30,roland,516559,26.54,replace tail lights; install dusk-sensing headlights; ,2021-05-01
4VCO5FCED7G676135,151,2021-05-03,roland,534665,53.09,fix power activated release; change air conditioner refrigerant; ,2021-05-07
4VCO5FCED7G676135,151,2021-06-16,user30,780193,822.89,change air conditioner refrigerant; improve engine performance; ,2021-07-26
4VCO5FCED7G676135,151,2021-07-27,user15,786740,53.09,install dusk-sensing headlights; change purge valve; ,2021-07-31
4VCO5FCED7G676135,151,2021-08-07,user29,810746,424.72,configure audio remote control; set up auto-delay headlights; ,2021-09-04
4VCO5FCED7G676135,151,2021-09-10,user33,818025,53.09,replace water pump; fix rear hvac; ,2021-09-14
4ZDD0PLHYQ2396481,173,2021-05-21,user15,21139,34.5,remove oversteer; adjust traction control system; ,2021-05-24
4ZDD0PLHYQ2396481,173,2021-05-29,roland,61876,51.74,replace stabilizer bar; attach spoiler; ,2021-05-31
4ZDD0PLHYQ2396481,173,2021-07-15,user15,70760,86.24,attach spoiler; attach exterior camera; ,2021-07-21
4ZDD0PLHYQ2396481,173,2021-08-06,user13,253088,17.25,adjust ignition timing; ,2021-08-08
4ZDD0PLHYQ2396481,173,2021-08-13,user15,277984,34.5,refurbish power steering; ,2021-08-18
4ZDD0PLHYQ2396481,173,2021-08-31,user13,383470,224.22,fix steering damper; improve cylinder configuration; ,2021-09-19
517DV0QLBFR999628,96,2021-05-10,user30,56752,249.21,install anti-theft alarm; improve cylinder configuration; ,2021-05-28
517DV0QLBFR999628,96,2021-06-06,user17,118184,62.3,correct abs; adjust reverse tilt mirrors; ,2021-06-11
517DV0QLBFR999628,96,2021-07-03,user17,152423,155.76,fix external temperature display; reduce carbon footprint; ,2021-07-22
517DV0QLBFR999628,96,2021-07-28,roland,207004,560.73,repair direct injection system; fix sunroof; ,2021-09-21
52RI0SIMIEO259872,43,2021-05-24,user29,138909,13.62,fix steering damper; adjust retractable mirrors; ,2021-05-26
52RI0SIMIEO259872,43,2021-05-29,user29,139513,13.62,add knee airbags; remove oversteer; ,2021-05-29
52RI0SIMIEO259872,43,2021-06-30,user15,248734,54.46,reduce blind spot; set up satellite radio; ,2021-07-10
52RI0SIMIEO259872,43,2021-07-13,user29,251940,13.62,fix solar sunroof; adjust low fuel warning indicator; ,2021-07-18
52RI0SIMIEO259872,43,2021-08-01,user17,329534,136.15,correct abs; install curtain airbags; ,2021-08-15
52RI0SIMIEO259872,43,2021-08-21,user30,350753,40.85,refurbish power steering; ,2021-08-29
52RI0SIMIEO259872,43,2021-09-18,user13,403164,54.46,replace serpentine belt; change speaker configuration; ,2021-09-21
572N6O1FPHF266007,195,2021-04-13,roland,317788,26.37,fix solar sunroof; install curtain airbags; ,2021-04-15
572N6O1FPHF266007,195,2021-05-16,user29,413675,52.73,upgrade navigation system; check drive axle boots; ,2021-05-23
572N6O1FPHF266007,195,2021-07-13,user30,756053,145.02,change steering rack; replace water pump; ,2021-08-20
572N6O1FPHF266007,195,2021-09-01,user33,811636,105.47,replace stabilizer bar; adjust regenerative braking; ,2021-09-12
5BYUV0G3UUI083209,162,2021-05-22,user33,268898,795.21,change coolant; ,2021-06-20
5BYUV0G3UUI083209,162,2021-06-30,user13,329711,1153.05,make polarization coating; replace timing belt tensioner; ,2021-07-29
5BYUV0G3UUI083209,162,2021-08-04,user30,370038,238.56,correct abs; fix steering damper; ,2021-08-11
5CB4NEI0MK5675645,145,2021-06-04,user13,167168,495,fix external temperature display; install separate rear audio; ,2021-08-01
5CB4NEI0MK5675645,145,2021-08-26,user12,296271,1138.5,prevent fuel pump shutoff; reduce fuel consumption; ,2021-09-25
5NBXLBXN4X5470477,32,2021-07-11,user15,137302,12.32,improve cylinder configuration; adjust ignition timing; ,2021-07-12
5NBXLBXN4X5470477,32,2021-07-13,roland,148707,24.64,replace liftgate window; change coolant; ,2021-07-17
5NBXLBXN4X5470477,32,2021-08-19,roland,318988,147.87,install anti-theft alarm; change air conditioner refrigerant; ,2021-09-03
5PIT4XQ2IDT961455,7,2020-10-02,user30,128369,162.5,fix air filter restriction indicator; adjust low fuel warning indicator; ,2020-10-29
5PIT4XQ2IDT961455,7,2020-12-08,user15,201246,174.1,correct abs; fix external temperature display; ,2020-12-22
5PIT4XQ2IDT961455,7,2020-12-30,roland,295468,46.43,install dusk-sensing headlights; fix solar sunroof; ,2021-04-10
5PIT4XQ2IDT961455,7,2021-04-26,user30,462721,324.99,reconfigure service reminder light; change air conditioner refrigerant; ,2021-05-30
5PIT4XQ2IDT961455,7,2021-06-12,roland,580157,139.28,replace serpentine belt; configure audio remote control; ,2021-07-05
5PIT4XQ2IDT961455,7,2021-07-26,user29,688270,69.64,configure audio remote control; replace tail lights; ,2021-08-01
5PIT4XQ2IDT961455,7,2021-08-06,user12,726009,220.53,fix ventilated seats; replace tail lights; ,2021-09-01
5PIT4XQ2IDT961455,7,2021-09-08,roland,736926,11.61,repair seatbelt force limiters; fix broken tow hooks; ,2021-09-19
5RCHA2RQSKN126776,49,2020-12-13,user29,188845,179.45,install parking sensors; change wheel cylinders; ,2020-12-27
5RCHA2RQSKN126776,49,2021-03-03,user13,736090,71.78,fix sunroof; ,2021-03-04
5RCHA2RQSKN126776,49,2021-03-28,user13,894669,35.89,fix a-pillar; change speaker configuration; ,2021-04-03
5RCHA2RQSKN126776,49,2021-05-24,user17,1316596,71.78,fix steering damper; ,2021-06-09
5RCHA2RQSKN126776,49,2021-08-19,user17,1639078,35.89,install anti-theft alarm; adjust running boards; ,2021-08-19
5T4361QO304945721,93,2020-12-07,user30,40574,5271.07,change coolant; fix rear hvac; ,2021-05-19
5T4361QO304945721,93,2021-05-25,user17,110626,238.05,adjust seat belts tension; ,2021-06-06
5T4361QO304945721,93,2021-07-16,user33,232883,1530.31,upgrade navigation system; add knee airbags; ,2021-09-12
5UQZITKQTP7241158,197,2021-01-11,user30,19163,103.34,install active pedestrian protection system; install intelligent alternator; ,2021-01-24
5UQZITKQTP7241158,197,2021-01-25,user15,25093,155.01,adjust retractable mirrors; improve engine performance; ,2021-02-01
5UQZITKQTP7241158,197,2021-03-07,user33,217236,155.01,change pcv filter/pcv valve; ,2021-03-11
5UQZITKQTP7241158,197,2021-03-22,user17,250961,103.34,upgrade navigation system; remove oversteer; ,2021-03-23
5UQZITKQTP7241158,197,2021-05-29,user17,496091,155.01,set up satellite radio; ,2021-05-31
5UQZITKQTP7241158,197,2021-06-02,user13,508135,103.34,reduce blind spot; fix steering damper; ,2021-06-07
5UQZITKQTP7241158,197,2021-06-13,user13,533912,155.01,install anti-theft alarm; configure universal remote control; ,2021-06-15
5UQZITKQTP7241158,197,2021-08-11,user13,1165820,51.67,install vanity mirrors; repair seatbelt force limiters; ,2021-08-23
5W5DTMZTE7I312231,57,2020-08-27,roland,177431,190.98,change timing belt; set up auto-delay headlights; ,2020-08-29
5W5DTMZTE7I312231,57,2021-02-08,user17,1825853,11394.85,replace timing belt tensioner; change suspension fluid; ,2021-08-14
60R1UZM2YJQ922532,65,2021-07-06,user33,176876,100.11,adjust accelerator pedal linkage; check drive axle boots; ,2021-07-07
60R1UZM2YJQ922532,65,2021-07-08,user30,185356,50.05,install intelligent alternator; reduce carbon footprint; ,2021-07-08
60R1UZM2YJQ922532,65,2021-07-11,user33,192892,50.05,adjust adaptive cruise control; fix rear defroster; ,2021-07-12
60R1UZM2YJQ922532,65,2021-08-04,user12,233503,100.11,add heated windshield; change purge valve; ,2021-08-07
60R1UZM2YJQ922532,65,2021-08-16,user17,299602,300.32,install smoked glass; install dusk-sensing headlights; ,2021-08-24
60R1UZM2YJQ922532,65,2021-08-27,user29,333744,200.22,set up gyro sensor; adjust turn signals; ,2021-09-02
60R1UZM2YJQ922532,65,2021-09-15,user13,461960,200.22,set up auto-delay headlights; repair seatbelt force limiters; ,2021-09-20
61ZH3G2YGUO461519,32,2021-04-12,roland,148580,103.26,attach spoiler; fix solar sunroof; ,2021-04-16
61ZH3G2YGUO461519,32,2021-05-01,user33,197450,103.26,set up auto-delay headlights; adjust seat belts tension; ,2021-05-06
61ZH3G2YGUO461519,32,2021-05-12,user13,225012,103.26,fix broken tow hooks; remove oversteer; ,2021-05-16
61ZH3G2YGUO461519,32,2021-06-27,user30,302440,20.65,fix nvh dampening system; repair direct injection system; ,2021-06-27
61ZH3G2YGUO461519,32,2021-07-13,roland,450435,206.52,repair cooled seats; install parking sensors; ,2021-08-03
61ZH3G2YGUO461519,32,2021-09-01,user13,783511,165.22,install parking sensors; change wheel cylinders; ,2021-09-18
61ZH3G2YGUO461519,32,2021-09-24,user29,830996,20.65,adjust traction control system; adjust retractable mirrors; ,2021-09-25
62EPDI1EYYJ402081,173,2020-11-14,user30,717659,1518.88,configure universal remote control; attach exterior camera; ,2021-01-26
62EPDI1EYYJ402081,173,2021-02-21,user12,911601,334.15,adjust turn signals; set up satellite radio; ,2021-03-03
62EPDI1EYYJ402081,173,2021-03-11,user12,977167,273.4,replace fuel filter; add knee airbags; ,2021-04-12
62EPDI1EYYJ402081,173,2021-05-13,roland,1166437,30.38,remove oversteer; replace steering column lock; ,2021-06-11
62EPDI1EYYJ402081,173,2021-06-30,user15,1303710,60.76,repair shiftable automatic transmission; adjust traction control system; ,2021-07-01
62EPDI1EYYJ402081,173,2021-08-29,user12,1690412,91.13,replace water pump; change oil filter; ,2021-09-09
65AR6E3EWLS157544,101,2020-06-15,user30,601904,37.97,replace crankcase ventilation filter; ,2020-07-07
6EO0EFPPJU8942538,91,2021-01-27,user17,137848,1274.23,repair shiftable automatic transmission; reduce carbon footprint; ,2021-03-26
6EO0EFPPJU8942538,91,2021-05-05,user13,180473,94.39,adjust low fuel warning indicator; install separate rear audio; ,2021-05-07
6EO0EFPPJU8942538,91,2021-05-26,user29,291994,141.58,refurbish power steering; ,2021-06-03
6EO0EFPPJU8942538,91,2021-07-08,roland,573310,1132.65,refurbish power steering; ,2021-09-08
6FEEUSROFOI436591,88,2021-03-25,user15,14728,543.11,change purge valve; replace crankcase ventilation filter; ,2021-03-30
6FEEUSROFOI436591,88,2021-04-15,user29,37641,2625.05,replace fuel filter; replace tail lights; ,2021-05-17
6FEEUSROFOI436591,88,2021-06-28,user13,443585,724.15,fix power activated release; repair seatbelt force limiters; ,2021-07-08
6FEEUSROFOI436591,88,2021-07-09,user30,452251,543.11,install separate rear audio; ,2021-07-14
6FEEUSROFOI436591,88,2021-08-12,user29,477969,1538.82,install vanity mirrors; ,2021-09-03
6HE6INXKVOC685258,82,2021-07-01,user29,120510,174.51,replace catalytic converter; adjust block heater; ,2021-07-10
6HE6INXKVOC685258,82,2021-07-13,user12,147684,17.45,correct abs; set up gyro sensor; ,2021-07-29
6HE6INXKVOC685258,82,2021-08-01,user13,172566,17.45,adjust retractable mirrors; repair direct injection system; ,2021-08-01
6HE6INXKVOC685258,82,2021-08-03,user29,183214,349.02,replace water pump; ,2021-08-26
6HE6INXKVOC685258,82,2021-08-30,user30,222142,17.45,install vanity mirrors; install on-board diagnosis system; ,2021-08-31
6HE6INXKVOC685258,82,2021-09-03,user30,224200,69.8,adjust low fuel warning indicator; prevent fuel pump shutoff; ,2021-09-08
6HE6INXKVOC685258,82,2021-09-18,user33,224398,17.45,change pcv filter/pcv valve; replace stabilizer bar; ,2021-09-21
6HTUBB0KRJ1407886,195,2021-05-20,user12,96263,86.43,replace water pump; upgrade navigation system; ,2021-07-14
6HTUBB0KRJ1407886,195,2021-08-14,user29,115065,453.75,upgrade navigation system; ,2021-09-12
6MEJXRJQ5O7025667,101,2021-02-08,user15,618537,1801.42,fix rear defroster; install separate rear audio; ,2021-04-24
6MEJXRJQ5O7025667,101,2021-05-13,user17,773610,205.88,fix ventilated seats; adjust adaptive cruise control; ,2021-06-08
6MEJXRJQ5O7025667,101,2021-07-19,user12,1053321,128.67,change wheel cylinders; ,2021-07-25
6MEJXRJQ5O7025667,101,2021-09-09,user12,1555091,77.2,adjust traction control system; adjust climate control; ,2021-09-19
6N4TXWYA8PC030787,85,2021-02-15,user15,53098,136.45,adjust climate control; prevent fuel pump shutoff; ,2021-03-27
6N4TXWYA8PC030787,85,2021-04-15,user17,242616,17.06,fix steering damper; fix deceleration system; ,2021-05-19
6N4TXWYA8PC030787,85,2021-06-04,user15,339787,17.06,adjust seat belts tension; adjust low fuel warning indicator; ,2021-06-17
6N4TXWYA8PC030787,85,2021-06-21,user15,341573,34.11,adjust regenerative braking; install anti-theft alarm; ,2021-06-23
6N4TXWYA8PC030787,85,2021-07-14,user17,434467,102.34,make polarization coating; install on-board diagnosis system; ,2021-07-20
6N4TXWYA8PC030787,85,2021-08-05,user13,549147,34.11,install anti-theft alarm; fix air filter restriction indicator; ,2021-08-08
6N4TXWYA8PC030787,85,2021-08-15,user30,621928,34.11,fix cylinder head bolts; add heated windshield; ,2021-08-18
